0xd944, 0x18bc
0xbccc, 0xb3ec
0x75d3, 0x6d8c
0xe241, 0x7f1d
0x72bb, 0xa8b5
0xe78b, 0xe28b
0xa72f, 0x773e
0x96bb, 0xb80a
0x5944, 0x2480
0x18b1, 0xbeb4
0xa24d, 0x8297
0xdb98, 0x4205
0x4e18, 0xbe82
0x5d55, 0xf35
0xa0f5, 0x4711
0x69ca, 0x69f6
0x5eec, 0xaf8d
0xa71, 0x5554
0x94d5, 0xf434
0xdd22, 0x648b
0xd326, 0xa371
0x2aff, 0x2c41
0xf879, 0x3373
0xa83a, 0x3364
0xb6a7, 0xbb67
0x31df, 0x462
0x6685, 0xf9c0
0x167a, 0xc273
0xf729, 0x2570
0x336a, 0x4511
0x4cf6, 0x7563
0x7f1, 0x8219
0x5237, 0x8f69
0x35b8, 0x554f
0x6d20, 0xedc5
0x1cca, 0x6d8f
0x6f72, 0xd7b9
0xc19c, 0x5a1b
0x4b5d, 0xa3f4
0x6d54, 0x68b4
0xa1c7, 0x6b70
0x666b, 0x9624
0x62f2, 0x67f4
0x2527, 0x13f9
0x9b89, 0x32c4
0x62ed, 0x843e
0xf5c1, 0x18d4
0xb647, 0xbb17
0xf261, 0x4eaa
0x87c6, 0x3a1d
0x3549, 0xd2c
0xdef7, 0x896e
0x42e4, 0xcf0
0x3c97, 0x16f5
0x34a0, 0xc4bc
0x1984, 0x7078
0x8fa9, 0xaa55
0x1d95, 0x13df
0x9a42, 0x2c8d
0x6ec5, 0xb61c
0x20b1, 0x50f6
0x774f, 0x46a0
0x140c, 0xa7c6
0xafbe, 0x1b75
0xf295, 0xd443
0x3870, 0xa0ed
0x788c, 0x79b6
0x45ac, 0xdb28
0xa7a, 0x4adf
0xa346, 0xc3f7
0xb511, 0xf3ea
0xeed, 0xbcee
0x2675, 0x445
0xaada, 0xacf1
0xc19, 0xffe2
0x7967, 0x73fb
0xf459, 0xa485
0xa73f, 0xe985
0xbdf0, 0xecc9
0xed3d, 0xd57
0x9546, 0x6f63
0x3f73, 0x767f
0x65b7, 0x6595
0x8c9b, 0xbed6
0x60b3, 0x24a2
0xf257, 0x71b9
0xdb4a, 0x9f0f
0x7afa, 0xf1ca
0xb771, 0x7b17
0xc901, 0x9ad1
0x1213, 0x83
0x55f3, 0xe577
0xf4a5, 0x744f
0xa03c, 0x8085
0xa080, 0x5b27
0xfcfe, 0xf0fe
0xa0a, 0x65b3
0x8b3c, 0x5b51
0x1e50, 0xda9b
0x5c38, 0xfd86
0xf28d, 0xfd51
0x633e, 0x698d
0x5c12, 0xa07c
0x14b8, 0x3035
0x562d, 0x475
0x5bc1, 0xc6b6
0x8a83, 0x6d3a
0x510a, 0xcfb2
0x5a1b, 0xc19c
0x7d2d, 0x7d78
0x70ee, 0x7e09
0xfca9, 0x3eea
0x8701, 0x5148
0x7fd1, 0xe20d
0x5bfe, 0x9faa
0xf07a, 0x53b3
0x19cb, 0xa0bf
0xa6c8, 0x7fbe
0xf1f1, 0x4ac2
0x5537, 0x5555
0xb2ee, 0x37d3
0x289, 0x2e9
0xab60, 0x9bdc
0xb1dd, 0x8038
0xa602, 0xa1ba
0x21e9, 0x4952
0x4c61, 0xe89f
0x8975, 0x8d94
0x5835, 0x5510
0xcd20, 0x6d3d
0xfdf6, 0x5f52
0x97cf, 0x3df0
0x714b, 0x5a13
0x7720, 0xb757
0xb03, 0x5b38
0xe5a1, 0x95f7
0x80d9, 0x5ac
0xc00, 0x67de
0x35c7, 0xc985
0xb47d, 0xaafd
0x5553, 0x6908
0x9ee6, 0x7e4c
0xf6b4, 0xdf02
0xec97, 0x1f5e
0x5b1d, 0x564d
0x2efb, 0xe67e
0x8c7f, 0xa873
0x2bf1, 0x35a9
0xe69c, 0xee85
0xc7d2, 0x84a8
0xb68b, 0xbbeb
0xc38d, 0x1000
0xe9b8, 0xaa80
0x1266, 0x32aa
0x14e8, 0xe4ce
0x640f, 0x1590
0x2a31, 0xbaae
0xd7c4, 0xe6c6
0x9e75, 0xce27
0xed00, 0x3d71
0xf5c6, 0xdac4
0xc268, 0x81ce
0x2d67, 0x2f7
0x68a0, 0xebc4
0x3144, 0x50a4
0x2b5e, 0x3b44
0x4de2, 0x4d82
0x1902, 0xb043
0x84d3, 0xda83
0x713, 0x826e
0x35f3, 0xfef9
0xe045, 0xb40e
0x20ea, 0xde27
0x597e, 0x592b
0xb6f4, 0x71d3
0x53ba, 0xef4a
0x9515, 0x9547
0xa6f4, 0xf6c2
0xaeac, 0x1e1a
0x3512, 0xd05d
0xd140, 0xe1b4
0xd789, 0x6b88
0xd9ea, 0x576d
0xd565, 0x7756
0xd267, 0xd2a5
0x5631, 0xfd68
0xdfa4, 0x6ce3
0x153b, 0x58c7
0x13ad, 0x16ec
0x9454, 0x84d7
0x9157, 0x7403
0x4b15, 0x4615
0x1f0, 0x2c01
0x148a, 0x9898
0x370, 0x9325
0x9314, 0x5373
0xb4c9, 0x825c
0x944b, 0xc4a3
0x45ad, 0xcedf
0x1e85, 0x9516
0x92b5, 0xf2e4
0x1488, 0x348d
0x237f, 0x8348
0x26b8, 0x983d
0x5e77, 0x5877
0xcd22, 0x2119
0xf0d3, 0x59e4
0x80ac, 0xc5d2
0xe9b8, 0xaa80
0x4736, 0xb4bf
0x9019, 0x4aed
0xbac6, 0xc4c6
0xe318, 0xc53f
0x4f48, 0x9be8
0x5548, 0xa215
0x54b1, 0x4910
0xa184, 0x111d
0x5d35, 0xc668
0x8abd, 0x8a98
0xd674, 0xb508
0x5035, 0x4758
0xd051, 0xdea5
0x3262, 0x1394
0x2e67, 0x6ecd
0x2867, 0xb2f7
0x4202, 0x273
0x6d4e, 0x6e57
0x8db3, 0xc292
0x6a04, 0x629c
0xd0e4, 0x8e29
0xa81d, 0x3be2
0x4d79, 0xb119
0x60d7, 0x8c15
0xeb98, 0x198d
0xb947, 0xba69
0xeb16, 0x64c5
0xdd6e, 0xdc56
0xd8ee, 0x7c09
0xed96, 0xd235
0x903a, 0x92b6
0xa21d, 0xf001
0x1c22, 0x43ad
0x7084, 0x8a5c
0xa3ee, 0x9e0
0x9f3a, 0xc5b8
0x8c59, 0xd16c
0x71ff, 0x6ec3
0xdf59, 0xd7f9
0xec12, 0xc433
0xd417, 0x9385
0x4834, 0x4e54
0x13dd, 0xe7d1
0x8dfc, 0x6d03
0x5925, 0x3bf
0xfbb4, 0x662f
0x1fca, 0x1ff6
0x4927, 0xadd
0xcdc2, 0x526
0x2d21, 0xa12c
0xd42, 0x2d9
0x797b, 0x103f
0xe6b6, 0x6619
0x9a13, 0x1bae
0x5ac6, 0x59ca
0xf50c, 0x127c
0x3f88, 0x6b19
0xf4f1, 0xdfd
0x6783, 0xbf64
0xdba5, 0xd721
0xa8aa, 0x74b0
0xae59, 0x737b
0xfedc, 0xeeb9
0xd486, 0x8435
0x72f8, 0x1c62
0xc277, 0x9777
0xd060, 0xe7e4
0xa4ea, 0x98e1
0xf760, 0xf24b
0x6647, 0x363a
0x9dcd, 0x78f3
0x19aa, 0x4892
0xde7e, 0xdef0
0x3bf3, 0x1e7e
0x76ad, 0x71c1
0x7647, 0x7b47
0x940, 0x591e
0xca13, 0x7951
0xcfa0, 0xffbc
0x533d, 0xef20
0xbce7, 0x2cad
0x1a70, 0xbbca
0x4230, 0x4acf
0x3e2f, 0x89ab
0xbc9e, 0xb0bb
0xa792, 0x1603
0x33d6, 0xc8d0
0x6ce1, 0xa8b8
0xbfb6, 0x848b
0xfe98, 0x769d
0xd87e, 0x7c62
0xd0de, 0x68c3
0x2cb1, 0x2c91
0xe9c4, 0x76a8
0xb405, 0x1ae5
0xdb93, 0x8293
0x2c22, 0x25fe
0x6dbe, 0x6a5b
0x4793, 0xf4f5
0x4e20, 0x7cf5
0xd610, 0x72a5
0xd9a6, 0xb9aa
0xa71e, 0x5043
0x47d3, 0x1a5f
0x70ac, 0x16dc
0x3c0e, 0xdcd3
0x8c22, 0xc579
0xff34, 0x9fd5
0x6585, 0xdac1
0x8e46, 0xc86c
0x581d, 0x5e4d
0x470f, 0xe423
0x3ea4, 0x18a4
0x19f4, 0x402d
0x8a9d, 0x89b8
0x51ae, 0x110
0x9de8, 0x8d2f
0x95aa, 0x1b93
0x6422, 0xdfd9
0x7d53, 0x7f50
0x7e26, 0xfe7d
0x77cf, 0x700d
0xa49e, 0xf0dd
0x70c4, 0xa9cb
0x773a, 0x72b6
0x50b8, 0x5cb8
0xf712, 0x42ed
0x8fcf, 0x5f11
0x772a, 0x7479
0xef16, 0x3be7
0xee9d, 0xda86
0xacc7, 0xacf5
0xfc59, 0x19f3
0x8115, 0xf59c
0x9c60, 0x2c4e
0x7b70, 0xfb35
0x2a2f, 0x3be
0xcf40, 0xc22f
0x79c7, 0x4475
0x2a11, 0xdabe
0x9f1f, 0x3f26
0xacd, 0x7ae7
0x790e, 0x748b
0x7343, 0x7313
0x68f0, 0xb00b
0x5425, 0x5fd1
0x48e0, 0x4680
0xf390, 0x4b7a
0x80e2, 0x401e
0x968f, 0x6aa9
0x2a1e, 0xdeb1
0xa818, 0x4211
0xf457, 0xe757
0x9a3f, 0x89aa
0x7f0c, 0xa849
0xa50b, 0x51de
0x4f16, 0x2baa
0x2efe, 0xf445
0x62e8, 0x7dc8
0x53b8, 0xd500
0xc46e, 0xf4b4
0xbf12, 0xb738
0xebae, 0xc640
0x176c, 0xbde8
0x7a44, 0xcb99
0xbe37, 0xed71
0xfe83, 0xaea4
0x5911, 0x894c
0xb417, 0x3977
0xf2fe, 0xf7fe
0x8918, 0x1dd
0x5f92, 0x344f
0x4328, 0xd354
0xc698, 0x56c2
0x7f4b, 0xe33c
0x3928, 0xa4f6
0x7acf, 0x6bc0
0x84d7, 0x9454
0xe3e2, 0x2185
0x6f23, 0x2f44
0x61f9, 0x6724
0x6fab, 0xaf74
0xc656, 0x963a
0x3c5a, 0x35ea
0xc7a4, 0x2530
0x6fc2, 0x6d74
0xb7eb, 0x3200
0xc28, 0x6c7d
0xaac1, 0x85f8
0x7cce, 0x151f
0xfbe4, 0xf08d
0x9ada, 0x884a
0x292a, 0xd4f6
0x308, 0x63dd
0xbee3, 0x7375
0xb245, 0xdbfc
0xf3b1, 0xf39c
0xb931, 0xeaab
0x594d, 0x6916
0x630d, 0x63d8
0xae2f, 0x15fb
0x629a, 0x3d18
0x55e0, 0x613a
0xc205, 0x9254
0x927e, 0x1201
0x5e08, 0x6cd6
0xf359, 0x2e87
0xa51b, 0x23b4
0x42f4, 0x4774
0xb543, 0xf1bd
0xc392, 0xa9f7
0x118e, 0x5220
0x4bb7, 0x9a9d
0xbddd, 0x80b6
0x6ead, 0xd3e1
0xa91c, 0xc7f4
0x65cb, 0x1aff
0x5a6f, 0x3532
0xfb43, 0x6244
0xb2f6, 0xb7c6
0x15be, 0xd5bb
0x3906, 0x58f1
0x1aae, 0x3a10
0x42c3, 0xd15f
0xbfa3, 0x443a
0xf1a5, 0x711f
0x929, 0x83d1
0xb997, 0xbf77
0xf4db, 0xf903
0xbaa6, 0x20ca
0xba39, 0xda5f
0x7cff, 0x91cf
0xc3b4, 0x2f1e
0xc09f, 0xfc8c
0x2519, 0xd211
0x21a2, 0xb653
0x877d, 0x9707
0x1ee9, 0xde07
0x3c6f, 0x8e82
0xb696, 0xb17f
0x8012, 0x4b4b
0x2e30, 0xdb50
0xae98, 0xd514
0x8524, 0xf1cb
0x221e, 0x206e
0x8d8e, 0xd157
0xb0da, 0x1b53
0x6e70, 0x7e44
0xf3a, 0x47b9
0x1833, 0x1e30
0xf044, 0x12c9
0x4064, 0x4ca4
0xb56, 0x103a
0xcf21, 0x334b
0x25ee, 0xc3e0
0x2ae0, 0xc48b
0x964, 0x13c7
0xb75, 0x5097
0x9b3e, 0xc913
0x844a, 0x2c19
0x157c, 0x56d2
0xb7b1, 0xdb17
0xb39c, 0xd39c
0x68c7, 0x704a
0x924e, 0x52b1
0xe5e7, 0xafb7
0x7696, 0xf63d
0x3d58, 0xd1b9
0xce0c, 0x48df
0x1b1c, 0x50bb
0x1d93, 0x4a9f
0x3e99, 0x3929
0xb9e, 0xe0b5
0xa3d8, 0xf3d8
0xa96, 0x85bd
0xff7b, 0xce2e
0xfcf3, 0x521f
0x9be9, 0xf891
0x1ef0, 0x9577
0xf986, 0xcb04
0xa68d, 0xf6e8
0x56aa, 0x5b6a
0x1e0c, 0x1ed1
0xe56d, 0xed48
0x230c, 0xe3d1
0x30a9, 0x3724
0x7a7e, 0x8d6d
0x2f96, 0xbd4f
0x2528, 0xe57d
0x7ace, 0x7f03
0x224, 0xf6f8
0xff82, 0xaf48
0x1c3d, 0xc968
0x83b2, 0x194f
0xed1e, 0x7551
0xf2fe, 0xf7fe
0xe513, 0xffa3
0x3b50, 0x32bb
0xd3b, 0x2b91
0x1746, 0x128c
0x5417, 0x1fb1
0xe2b4, 0xca42
0x4521, 0x33fa
0xe51a, 0xc34d
0x9c7, 0x83e1
0xac3e, 0xfc2f
0xd4a1, 0x3d04
0x2e07, 0x28d7
0x7713, 0x2199
0xab8d, 0xb288
0x16f8, 0x7d14
0x7c59, 0x713f
0x930e, 0x2500
0x18f1, 0x88ee
0x958b, 0x402c
0xf2b7, 0x31c0
0x569b, 0x320d
0x8b24, 0x6581
0xfcbd, 0xac98
0x5669, 0x8845
0xfc96, 0x104
0x1eb7, 0x1e95
0xa334, 0xe34b
0x9a7f, 0x7d5f
0xd3da, 0xe0e1
0x3ca2, 0x5e39
0xa78c, 0xb4b9
0x981e, 0x8ca0
0xd309, 0x6972
0x7abb, 0x4abb
0xa623, 0x7637
0xd004, 0x9c2e
0x3151, 0x6616
0x20bb, 0x2c9b
0xc83, 0x62e0
0x9363, 0xb1f2
0x450e, 0x61e0
0xdea2, 0x46e6
0x2b63, 0xd852
0x379b, 0x3dbb
0xfcc0, 0xdb25
0xe35a, 0x8f37
0x31f6, 0x94fa
0x3dc8, 0xabce
0x5f7f, 0x85dc
0x695, 0x834e
0x62ff, 0x5e46
0xf0a5, 0x8d0c
0x6f30, 0xdcde
0x1e1c, 0xd84c
0x13c5, 0x13f7
0x9f0d, 0x5f75
0x76ef, 0x8539
0xd21c, 0x4d7c
0xeb3, 0x3b30
0xe97b, 0xeac0
0x45df, 0x257a
0x48bf, 0x4d4b
0x4ddb, 0x5524
0xf29f, 0xd1eb
0xfd84, 0x8745
0xf7a6, 0x8acd
0x8491, 0xf463
0x737e, 0xa3f0
0xc371, 0x6376
0xaf40, 0x618d
0x169, 0x43bc
0xc4f6, 0x6834
0xcf45, 0x8079
0xcc11, 0xc011
0xf371, 0xb741
0x9d7b, 0x7ddf
0xd546, 0x8729
0xd4a8, 0x9b8d
0xc8ac, 0xe95f
0x4a2a, 0xadf
0x69af, 0x9a9
0x2c90, 0x7c42
0x8c02, 0xdcae
0x8d4e, 0x7aba
0x3134, 0xa107
0x5534, 0xefef
0x2d99, 0xdbd9
0xf07c, 0xa26e
0xcc4f, 0x7771
0x2a0e, 0xeadb
0xb7fb, 0xd7fb
0x97e6, 0xa70e
0xa610, 0x9dad
0x6a1b, 0x2154
0xc937, 0x4ce5
0xcb25, 0x7012
0xc99c, 0x98c6
0xf32e, 0x255c
0xfca9, 0x3eea
0x168e, 0x8d6c
0xc7ab, 0x7b4
0x1ec3, 0x7dff
0x442d, 0x742d
0x1c51, 0x3ea5
0xce0f, 0xc826
0xc937, 0x4ce5
0x1830, 0xd9bb
0xb31e, 0xc3f2
0xeb2b, 0x7a58
0x4242, 0x4d2a
0xfc8e, 0xed1c
0x7688, 0x76ed
0x8097, 0x8cb7
0x8a72, 0x3509
0x91a1, 0xa21f
0xb8f8, 0x60a1
0xbab4, 0x991b
0xe1bb, 0xe9c7
0x170c, 0x11f3
0xe693, 0x963b
0xc4ce, 0xd986
0xfa44, 0x89f7
0xfc0f, 0x8016
0xeebf, 0xaed1
0x8909, 0x9a51
0x1ca1, 0x3ed4
0x4e92, 0xcb34
0xfe06, 0x386c
0x64f, 0xb4d6
0xdcc2, 0x4ae9
0x68c7, 0x704a
0x59fa, 0xaaef
0x373a, 0x9946
0xf3a7, 0x9183
0xc038, 0x4c5d
0xe720, 0x7fb
0x7ed0, 0xae0e
0xa9f4, 0x2956
0xbe9d, 0xb89d
0x9d86, 0x2506
0xa2f7, 0x9ec8
0x52cc, 0x9fc5
0x7c45, 0xd660
0x168f, 0x7840
0x1a44, 0x673
0xd079, 0x9b7e
0xaf17, 0x43a7
0xb7ac, 0x8229
0xa759, 0xb01a
0x2dc0, 0xe801
0x4abd, 0xaaf4
0xb2fb, 0xe2fc
0x84, 0x9f5c
0x90ab, 0xa904
0xe256, 0xec6f
0x12c1, 0x96e7
0x2178, 0x6559
0xa235, 0xb220
0x1f60, 0xbf4b
0x7316, 0xcb54
0xde1d, 0xb84d
0xe562, 0xe364
0x2120, 0xcffc
0x22cc, 0x27fc
0xc010, 0x171e
0xb203, 0x8d79
0xa571, 0xd526
0x4c99, 0xd923
0xbbf4, 0x6856
0x84a5, 0xa45b
0x59ac, 0xf73a
0xa94, 0x794b
0x3514, 0x8cd4
0x73fa, 0x75ca
0xf63a, 0xa698
0x29f8, 0x1195
0x8011, 0xbc19
0x966c, 0x1d9
0xd744, 0x5b37
0xd9a0, 0xaa52
0xb979, 0x1077
0x5d96, 0xb1eb
0xcc0e, 0xb8e
0x69, 0x6c6f
0x4fd7, 0xf3b7
0xca6c, 0xece8
0xdbbc, 0xe86c
0xf1c5, 0x9e13
0x8ad2, 0x8615
0xfe60, 0xf74f
0x1008, 0xab8a
0x1518, 0x354d
0x768f, 0x7bb2
0x58c8, 0x4af4
0x670d, 0x50c8
0x76fd, 0xadd2
0x47fd, 0x34d2
0x2fb9, 0x273a
0x8a04, 0x3e96
0x7895, 0xf8c0
0x4b4, 0x8d68
0x5325, 0x23b0
0xa14a, 0x906a
0x2c5, 0x7b2c
0x5b86, 0x8f1c
0x4904, 0x4ad4
0xd776, 0xc7ae
0x303, 0x1df2
0xbb1b, 0xbeab
0xe121, 0x2471
0xf0ac, 0x1639
0x621d, 0x8736
0x7668, 0x7441
0x49cb, 0xfde3
0xf29a, 0xc738
0x699e, 0x9bb
0x62ec, 0x9f49
0x81bc, 0x688f
0x96b3, 0x1642
0x6197, 0x68a5
0x1ebc, 0x6505
0x7376, 0x11c4
0x7eff, 0xa5c9
0xc45a, 0x9f15
0x9bda, 0x9caa
0x5b55, 0x4f23
0x630a, 0x539b
0xf1c9, 0x8bc3
0xe607, 0x2108
0xcc9c, 0xec09
0x31d1, 0xd02a
0x946b, 0x37d1
0xde64, 0x2008
0xd9, 0xe07a
0xa00a, 0xa5b4
0x1138, 0xd93a
0xcb99, 0x7a44
0xf8aa, 0x62f9
0x896f, 0xd92c
0xf951, 0xb5c5
0x30b5, 0x86b4
0x1eeb, 0xf051
0x32ed, 0x4b5e
0x877b, 0xa4f3
0xa2d0, 0x312a
0x223e, 0x7691
0x2693, 0x1bda
0x10f1, 0x5f8d
0x8671, 0x8e22
0xf040, 0xfbb8
0xf460, 0x814b
0xf03e, 0xfb5f
0xce6f, 0x5eca
0x2526, 0xc5b1
0x3350, 0xd89b
0xa639, 0xf62b
0x574c, 0x9d6a
0x75c0, 0x6b3f
0xb68e, 0xede5
0x7a47, 0xaf70
0xd756, 0xe80e
0xdaf4, 0x1a9
0xd5d2, 0x3554
0x6f85, 0x701e
0x6fef, 0x4cfa
0x583b, 0x33c5
0xf1d0, 0x9172
0x9874, 0xf2c4
0x25f7, 0x5568
0xe94, 0x5c71
0xc787, 0x8de8
0x92d2, 0x6080
0x74ef, 0x64ca
0xac7c, 0x9747
0x15a1, 0x5c81
0x819d, 0x7199
0xbfb0, 0x3caa
0xdbf9, 0x6daa
0x8db3, 0xc292
0x90b0, 0x3127
0x5161, 0xee69
0x9fa6, 0x73ec
0xe61f, 0x319f
0xbd9, 0x6d16
0xea20, 0x6d77
0x4353, 0x3eff
0x36c2, 0x16f4
0x4c06, 0x7006
0xc916, 0x1cba
0x1403, 0xdace
0xc180, 0x998b
0x5590, 0xfeeb
0x90d0, 0x3316
0x879b, 0x3bd8
0xac74, 0xaa06
0x8abf, 0x3c38
0xf041, 0xf01c
0x72fb, 0xa16c
0xe756, 0xe06f
0xa391, 0x4376
0x6ef1, 0x1756
0x8d4b, 0x5340
0xf1cd, 0xb048
0xe56, 0x715d
0xda59, 0x14e7
0x5aa8, 0xab5a
0xa6b2, 0xa8e9
0x1651, 0xd112
0x38cb, 0xa061
0x7e62, 0xc033
0xa28, 0xa7d
0x23af, 0x87c7
0x4874, 0x12d9
0x78de, 0x687e
0xfa3b, 0xa387
0x1def, 0x974
0xb7e1, 0x434c
0xfa88, 0x8914
0xcc62, 0xf0e3
0x6354, 0x3b1
0x4b, 0xc534
0x51a6, 0xa74b
0x8542, 0x8cd9
0x8755, 0x63de
0xac48, 0xdfec
0xef69, 0x6729
0x8421, 0x3fe9
0x4e84, 0x2b5f
0xfca7, 0xcc06
0x2824, 0x1f13
0x2d73, 0xb21f
0x4435, 0x330b
0x5989, 0xd99c
0xc507, 0x9307
0x7972, 0xe9d0
0xe05c, 0x671b
0xa9fe, 0x983
0xe93b, 0x452b
0x894c, 0x5911
0x3722, 0x3dd2
0xdaa2, 0xd962
0x26a, 0xb14a
0x26f4, 0xe60
0x4104, 0x32c8
0xfb23, 0x7b55
0xcc3b, 0x9387
0xfb2b, 0xf079
0x9cd3, 0x2d6f
0xc72a, 0x251
0x58d8, 0x8f30
0x52e4, 0x1e4f
0x2a54, 0xcae9
0xa213, 0x48bd
0xcebf, 0x389f
0xecf1, 0xe2b8
0x9392, 0x256e
0xa9f9, 0xa053
0xd431, 0xf176
0x8cc9, 0xbc1c
0xa595, 0x7fd7
0x38d8, 0xbc06
0x1a7c, 0xd3b4
0x83a7, 0x5365
0xecb7, 0xec95
0xa921, 0x3ffa
0x88b0, 0xa27e
0xbb8f, 0xb694
0xcdda, 0x8d29
0xcdd8, 0x1283
0x9aed, 0x4539
0xe477, 0xe177
0xe4ea, 0xe18a
0x649d, 0x5a98
0x5b46, 0x7016
0x6b11, 0x5c01
0x6fc9, 0xef8a
0xbf4f, 0x4256
0x9981, 0x1ec1
0x3566, 0xff9a
0xda68, 0x9c0c
0xf855, 0xafc4
0x5b4b, 0x1f55
0x76d3, 0x3689
0x9db0, 0x6a14
0xb802, 0xb35c
0xbc6e, 0xd506
0x3232, 0x1254
0x1f53, 0x5e9b
0x9e55, 0x91e3
0x72f8, 0x1c62
0x2bd4, 0x44d6
0xb293, 0xede4
0x819f, 0x9168
0xca4a, 0x6a35
0xcac9, 0xcaf9
0x6c44, 0x8d09
0x6071, 0x5854
0x2d51, 0x423e
0x5f07, 0x8d07
0xcdb, 0x8e56
0xbed8, 0x5e33
0xcf6, 0x752d
0x183a, 0x44dd
0x829a, 0x8c3a
0x12ce, 0x32fb
0xc6db, 0x9683
0x3ff6, 0x33cd
0xab8f, 0x84a2
0xcef2, 0x8e63
0x2421, 0x2121
0x8e4d, 0x8e18
0x17dd, 0x3f77
0xc344, 0x5323
0x8330, 0x908
0x6927, 0xd5c7
0x7282, 0x62c3
0x3005, 0xd79c
0xc282, 0x8eed
0x6170, 0xdbc4
0x1902, 0xb043
0xf562, 0x3efa
0xa7e7, 0xa785
0xd8f5, 0xf9f0
0x7a, 0xe0df
0xa8bb, 0xa630
0x2be1, 0x85e3
0x3367, 0x858b
0x13a4, 0x7e9d
0x6939, 0xe4f0
0x5b76, 0x832c
0x9dd3, 0x2f8e
0xdf52, 0xdd32
0x54c9, 0x5f97
0x1539, 0x23c5
0x3150, 0x369b
0x6852, 0x43a6
0xed97, 0xe581
0x95b4, 0xa540
0xc53a, 0xcb19
0xe183, 0xe4d3
0xd1fa, 0x6abc
0x1d37, 0xdd99
0xdc16, 0xd7b0
0xff66, 0x8634
0x4d30, 0x50
0x1d10, 0xbdae
0xeb62, 0xe6a2
0x48ab, 0x4074
0x5fcb, 0x8fce
0x5d9e, 0x51e6
0xed25, 0xac00
0x4042, 0x4014
0xb841, 0xb81c
0x5403, 0x1fba
0xe93b, 0x452b
0x55af, 0xd521
0x5af4, 0xd5d7
0x3637, 0x31e8
0x3f54, 0x3f32
0x4349, 0x937c
0x54f9, 0x8fb7
0x1e19, 0x8d
0x8d9e, 0x81dd
0x5c56, 0x9474
0x8a7e, 0x19e
0x6898, 0x8b03
0xf5ad, 0xc66a
0x40e3, 0x7ce0
0x6707, 0x6d41
0x505b, 0x18d6
0x8de0, 0x1da9
0x15ae, 0xca1f
0xc3b8, 0xcd5a
0x7329, 0xfe77
0x1c48, 0x7f68
0xcf03, 0x1d74
0x3fed, 0x8619
0xded4, 0xd8a8
0x76c0, 0xe2df
0x5f6e, 0x4419
0x7071, 0xa0f4
0xfe7a, 0xcc1
0xc264, 0x5dc3
0x2e6a, 0xfdad
0xdbb7, 0x532d
0x569f, 0x6635
0x4665, 0x4b65
0x8cff, 0x3e82
0xd61e, 0xe8ac
0xf36c, 0x9024
0xc565, 0xc9db
0xf44d, 0x17bc
0x6431, 0xd426
0xca48, 0xc3ed
0x93be, 0x52ea
0x3155, 0x3455
0x4dd5, 0x419b
0x50a5, 0x5067
0x14ac, 0x185b
0xa223, 0x8521
0xff6a, 0x8e91
0x4e55, 0x45fe
0x4413, 0x746e
0xccd4, 0x35d6
0x41b2, 0x143
0x293b, 0x244c
0x3117, 0xad7d
0x313c, 0x7409
0x8f78, 0xa45a
0x8087, 0x50e5
0x2fb7, 0x8883
0xe296, 0x9267
0xe110, 0x602e
0xc25, 0x25
0x40e7, 0x220c
0x596c, 0x59a1
0xd9e6, 0xe638
0x74e5, 0x44e5
0xab7f, 0x2a18
0xf2a3, 0xaed3
0x208b, 0x8056
0x8f7, 0xb64c
0xd4a8, 0x9b8d
0xaf09, 0xef5c
0x9ae6, 0x9ac9
0x795a, 0xabe1
0xa35e, 0x80b0
0x454c, 0xdd21
0x5162, 0x8941
0x5bf1, 0xb406
0xef4d, 0xe368
0x8a58, 0xb24d
0x98c8, 0xe741
0x7c9a, 0xc771
0xbb62, 0xde60
0x10ef, 0x48a7
0xc7cc, 0x4161
0x5701, 0xb08e
0x237a, 0x75d9
0xd3be, 0xb5bb
0xd36b, 0xdf4e
0x2d06, 0x37cd
0x1262, 0x5277
0x3f1, 0x51e0
0xa811, 0xb81a
0x52d0, 0x5116
0xfabb, 0xa9be
0x5db7, 0x6944
0x8160, 0x84bc
0xb0c3, 0x84f8
0xdc1c, 0x7ea7
0x87bf, 0xa71a
0x7568, 0xec0c
0xb0f6, 0xe7a0
0x1e00, 0x6d25
0x66c4, 0xc883
0x8b6, 0x800b
0xd5c6, 0xc76d
0x20a0, 0x1c4
0xdb3c, 0xeb9b
0x92cf, 0x357e
0x12e9, 0x3c31
0x939a, 0x8ddb
0x8c3d, 0x5c58
0x8e26, 0x9ec1
0x5758, 0xffe8
0x3936, 0x32e1
0x34db, 0xd538
0x98ec, 0xa809
0xe4f0, 0x6939
0xc0d8, 0x2c44
0xddc9, 0xb886
0xa752, 0x878f
0x1066, 0xb6dd
0x28f8, 0xe5d2
0x3e49, 0x6d8
0x3ec9, 0x253
0xde1d, 0xb84d
0x61ab, 0x5113
0xc414, 0x2931
0x9ef7, 0xefd5
0x3992, 0x9b5b
0xd7, 0x60ef
0x6f68, 0x6a51
0x2748, 0x221d
0xd498, 0x8958
0x733d, 0x171f
0xb4cc, 0xeb1c
0x936e, 0x3520
0x602, 0xf6df
0xffaf, 0x39c5
0xa8ce, 0x3e8c
0xf4ea, 0x6155
0x59e7, 0xc0b5
0xdfba, 0x7702
0xae04, 0xa1b8
0xf8e4, 0xc8f0
0xa148, 0x4cb4
0x904a, 0xbe38
0xc43c, 0x86b3
0xbb57, 0x5ff8
